section,descriçao,Tipo,valor,quartos,banheiros,metros_quadrados,vagas_carro,cidade,bairro,data de postagem
45,Linda casa com 3 suítes e acabamento moderno em Eusébio!,casa,530.000,3,3,104,,Eusébio,,26-08-2024  16:18
46,Casa duplex de alto padrão com 4 suítes em Eusébio!,casa,925.000,4,5,154,,Eusébio,,26-08-2024  16:18
47,Casa duplex com lazer completo no Porto das Dunas,casa,399.000,2,2,74,,Aquiraz,,26-08-2024  16:18
48,Ampla casa com 5 suítes e piscina privativa no Porto das Dunas!,casa,995.000,5,5,437,,Aquiraz,,26-08-2024  16:18
49,Rua Fernando Sousa Gadelha,casa,613.662,3,3,118,,Eusébio,,26-08-2024  16:17
50,Linda casa com 4 suítes com excelente localização em Eusébio - Creta Residence,casa,651.000,4,4,149,,Eusébio,,26-08-2024  16:17
51,Casa com 3 quartos em excelente localização em Eusébio - Epic Residence.,casa,349.000,3,3,93,,Eusébio,,26-08-2024  16:17
52,Casa de alto padrão com 5 suítes na Cidade Alpha,casa,1.790.000,5,5,252,,Eusébio,,26-08-2024  16:17
53,Lindas Casas Planas C/ 3 Quartos No Bandeirantes; Proximo Ao Mix Mateus! Cód. 1UT2BGC,casa,210.000,3,2,90,,Maracanaú, Jardim Bandeirantes,26-08-2024  16:16
54,Ampla casa duplex com 4 suítes no Jardins Ibiza - Eusébio,casa,1.900.000,4,5,240,,Eusébio,,26-08-2024  16:16
1,Casa Nova à Venda em Quixadá Ce,casa,298.000,3,2,99,,Quixadá, Combate,26-08-2024  10:06
2,Casa - Pq Iracema Maranguape-CE,casa,300.000,3,2,318,,Maranguape, Parque Iracema,26-08-2024  07:42
3,VENDO CASA COM MOVEIS PROJETADO,casa,78.000,3,2,80,,Maracanaú, Pajuçara,26-08-2024  07:03
4,EXCELENTE CASA EM CONDOMÍNIO EM ANTÔNIO BEZERRA PROX AV MISTER HULL,casa,275.000,2,1,50,,Fortaleza, Antônio Bezerra,25-08-2024  21:04
5,Belíssima casa porteira fechada de alto padrão no Jardins Ibiza.,casa,5.800.000,3,4,400,,Eusébio,,26-08-2024  16:16
6,Imóvel para venda possui 200 metros quadrados com 4 quartos em Cambeba - Fortaleza - CE,casa,640.000,4,4,190,,Fortaleza, Cambeba,26-08-2024  16:14
7,Belíssima casa no Jardins Ibiza com 3 suítes.,casa,2.400.000,3,4,300,,Eusébio,,26-08-2024  16:13
8,Excelente casa em condomínio Jardins do lago com 4 suítes,casa,1.390.000,4,5,248,,Eusébio,,26-08-2024  16:13
9,Excelente casa com ponto comercial na Cidade dos Funcionários!,casa,940.000,4,3,250,,Fortaleza, Cidade dos Funcionários,26-08-2024  16:13
10,Excelente casa plana com 3 suítes em Sapiranga,casa,470.000,3,3,120,,Fortaleza, Sapiranga-Coité,26-08-2024  16:12
11,Ampla casa no Alphaville Terras 1 com 3 suítes!,casa,1.250.000,3,4,169,,Eusébio,,26-08-2024  16:12
12,Belíssima casa de alto padrão com 6 suítes em Eusébio - Azur condomínio,casa,4.500.000,5,5,380,,Eusébio,,26-08-2024  16:11
13,Excelente casa duplex com 3 suítes,casa,690.000,3,4,190,,Fortaleza, São Bento,26-08-2024  16:11
14,OPORTUNIDADE - Ampla casa com 4 quartos no Jardins Ibiza,casa,2.000.000,4,5,317,,Eusébio,,26-08-2024  16:09
15,"Imóvel perfeito com entrada a parti de R$ 22,500",casa,23.500,3,2,260,,Fortaleza, Vicente Pinzon,26-08-2024  16:09
16,Excelente casa com piscina privativa no Porto das Dunas,casa,410.000,2,3,240,,Aquiraz,,26-08-2024  16:09
17,Casa ampla com 4 suítes e vista mar no Porto das Dunas,casa,1.200.000,4,5,350,,Aquiraz,,26-08-2024  16:08
18,Excelente casa duplex com 3 suítes no bairro Sapiranga,casa,750.000,3,4,145,,Fortaleza, Sapiranga-Coité,26-08-2024  16:07
19,LANÇAMENTO - Casa com 4 suítes em Eusébio!,casa,589.000,4,5,140,,Eusébio,,26-08-2024  16:07
20,LANÇAMENTO - Casa duplex em Eusébio com 4 quartos.,casa,629.900,4,4,134,,Eusébio,,26-08-2024  16:07
21,Ampla casa duplex com 3 suítes em Bossa Nova Residence - Eusébio.,casa,613.662,3,3,118,,Eusébio,,26-08-2024  16:06
22,Linda casa com 4 suítes com excelente localização em Eusébio - Creta Residence,casa,651.000,4,4,149,,Eusébio,,26-08-2024  16:05
23,Casa com 3 quartos em excelente localização em Eusébio - Epic Residence.,casa,349.000,3,3,93,,Eusébio,,26-08-2024  16:05
24,Casa de alto padrão com 5 suítes na Cidade Alpha,casa,1.790.000,5,5,252,,Eusébio,,26-08-2024  16:05
25,Belíssima casa no Jardins Ibiza com 3 suítes.,casa,2.400.000,3,4,300,,Eusébio,,26-08-2024  16:04
26,Excelente casa em condomínio Jardins do lago com 4 suítes,casa,1.390.000,4,5,248,,Eusébio,,26-08-2024  16:04
27,Excelente casa com ponto comercial na Cidade dos Funcionários!,casa,940.000,4,3,250,,Fortaleza, Cidade dos Funcionários,26-08-2024  16:04
28,Excelente casa plana com 3 suítes em Sapiranga,casa,470.000,3,3,120,,Fortaleza, Sapiranga-Coité,26-08-2024  16:03
29,Vendo linda casa de praia! Escriturada!,casa,165.000,2,2,88,1,Beberibe,,26-08-2024  16:03
30,Belíssima casa de alto padrão com 6 suítes em Eusébio - Azur condomínio,casa,4.500.000,5,5,380,,Eusébio,,26-08-2024  16:02
31,Excelente casa duplex com 3 suítes,casa,690.000,3,4,190,,Fortaleza, São Bento,26-08-2024  16:02
32,Belíssima casa de alto padrão no Jardins Ibiza com 4 quartos.,casa,2.330.000,4,4,302,,Eusébio,,26-08-2024  16:02
33,OPORTUNIDADE - Ampla casa com 4 quartos no Jardins Ibiza,casa,2.000.000,4,5,317,,Eusébio,,26-08-2024  16:01
34,Excelente casa com piscina privativa no Porto das Dunas,casa,410.000,2,3,240,,Aquiraz,,26-08-2024  16:01
35,Casa ampla com 4 suítes e vista mar no Porto das Dunas,casa,1.200.000,4,5,350,,Aquiraz,,26-08-2024  16:00
36,Excelente casa duplex com 3 suítes no bairro Sapiranga,casa,750.000,3,4,145,,Fortaleza, Sapiranga-Coité,26-08-2024  16:00
37,LANÇAMENTO - Casa com 4 suítes em Eusébio!,casa,589.000,4,5,140,,Eusébio,,26-08-2024  15:58
38,LANÇAMENTO - Casa duplex em Eusébio com 4 quartos.,casa,629.900,4,4,134,,Eusébio,,26-08-2024  15:58
39,"Casa com ""zero"" de entrada",casa,165.000,3,2,,,Fortaleza, Bonsucesso,26-08-2024  15:56
40,DUPLEX EM CONDOMINIO VANCOUVER - 04 SUITES - COITE - EUSEBIO -CE,casa,950.000,4,5,230,,Eusébio,,26-08-2024  15:49
41,Imóvel para venda com 106 metros quadrados com 3 quartos em Pires Façanha - Eusébio - CE,casa,420.000,3,1,106,,Eusébio,,26-08-2024  15:45
42,RQ:Imóvel para venda possui 90 metros quadrados com 3 quartos em Ancuri - Itaitinga - CE,casa,190.000,3,2,90,,Itaitinga,,26-08-2024  15:44
43,casa eusebio luk,casa,15.700,3,3,350,,Eusébio, Coaçu,26-08-2024  15:38
44,RQ:Imóvel para venda com 79 metros quadrados com 2 quartos em Gereraú - Itaitinga - CE,casa,160.000,2,1,79,,Itaitinga,,26-08-2024  15:31
45,casa no aquiraz Luk,casa,23.600,3,3,350,,Eusébio, Coaçu,26-08-2024  15:28
46,RQ:Imóvel para venda tem 90 metros quadrados com 2 quartos em Ancuri - Itaitinga - CE,casa,190.000,2,2,90,,Itaitinga,,26-08-2024  15:27
47,Casa duplex com varanda,casa,450.000,4,5,174,,Fortaleza, Montese,26-08-2024  15:25
48,"Espetacular casa em condomínio, com 245 m2, projetada, 5 suítes, à venda no José de Alenca",casa,1.390.000,5,5,245,,Fortaleza, José de Alencar,26-08-2024  15:22
49,"CD 116, Messejana, Condomínio Magna Villaris, casa duplex com 02 suítes, piscina",casa,229.000,2,3,70,,Fortaleza, Parque Santa Maria,26-08-2024  15:21
50,Venda de terreno,casa,90.000,,,,,Fortaleza, Vila Velha,26-08-2024  15:16
51,"Sua casa, sua família, sua vida",casa,2.300.230,4,5,300,,Eusébio,,26-08-2024  15:12
52,Casa plana na planta no Eusébio com 2 suítes,casa,300.033,2,2,66,,Eusébio,,26-08-2024  15:12
53,Casa plana em rua privativa no Eusébio em localização mais que especial,casa,499.999,3,3,90,,Eusébio,,26-08-2024  15:12
54,Última unidade disponivel dessa linda casa plana que é uma oportunidade no Eusébio,casa,399.000,3,3,107,,Eusébio,,26-08-2024  15:12
1,Casa na vila Pery,casa,500.000,3,2,,,Fortaleza, Parangaba,25-08-2024  20:18
2,Casa Travessa Juarita Mendes Quintino Cunha,casa,28.900,,,,,Fortaleza, Quintino Cunha,25-08-2024  18:18
3,"Duplex em condominio- Encontre, conforto, luxo e exclusividade",casa,1.500.000,5,5,241,,Aquiraz,,25-08-2024  16:05
4,Terras Alphaville Ceará 3,casa,1.790.000,5,5,252,,Eusébio, Coaçu,25-08-2024  15:30
5,Vendo casa com piscina próximo à praia de Paracuru,casa,600.000,4,5,,,Paracuru,,26-08-2024  15:12
6,"Vendo imóvel com 1.128m2 de área total, vista pro mar em frente ao hospital de Paracuru.",casa,580.000,2,2,1128,,Paracuru,,26-08-2024  15:11
7,Vendo duplex de luxo com três quartos no Paracuru.,casa,390.000,3,3,110,,Paracuru,,26-08-2024  15:11
8,Casa nova pela Minha Casa minha vida com lote vizinho próximo ao fórum de Paracuru.,casa,160.000,2,2,,,Paracuru,,26-08-2024  15:10
9,Casa de luxo com três suítes no Paracuru Beach,casa,300.000,3,3,90,,Paracuru,,26-08-2024  15:10
10,Casa pronta murada com piscina e amplo espaço verde. Paracuru,casa,400.000,3,3,150,,Paracuru,,26-08-2024  15:09
11,Linda casa alto padrão no Ocean Garden com lazer completo!,casa,2.290.000,4,4,251,,Aquiraz,,26-08-2024  15:04
12,Linda e ampla casa no Porto das Dunas com 2 suítes,casa,650.000,2,3,119,,Aquiraz,,26-08-2024  15:04
13,Casa mobiliada e nascente no Alphaville Eusébio com 3 suítes,casa,3.300.000,4,4,372,,Eusébio,,26-08-2024  15:04
14,Excelente casa duplex em Eusébio com 3 suítes,casa,450.000,3,3,98,,Eusébio,,26-08-2024  15:04
15,Belíssima casa na Cidade Alpha com 4 suítes,casa,1.800.000,4,4,272,,Eusébio,,26-08-2024  15:03
16,Belíssima casa no Porto das Dunas com piscina privativa,casa,980.000,4,3,280,,Aquiraz,,26-08-2024  15:03
17,Linda casa com 4 suítes e piscina privativa na Cidade Alpha,casa,1.680.000,4,5,253,,Eusébio,,26-08-2024  15:03
18,"Cidade Alpha casa com 05 suítes mais Dce , piscina privativa Eusébio- Ceará",casa,2.790.000,5,2,406,,Eusébio,,26-08-2024  15:03
19,Casa de condomínio para venda com 300 metros quadrados com 4 quartos em Pires Façanha - Eu,casa,2.900.000,4,2,300,,Eusébio, Pires Façanha,26-08-2024  15:02
20,Cidade alpha casa Duplex com 04 suítes mais Dce completa e piscina privativa,casa,1.700.000,5,2,250,,Eusébio,,26-08-2024  15:02
21,Casa de condomínio para venda tem 235 metros quadrados com 4 quartos em Cidade Alpha - Eus,casa,1.500.000,4,2,235,,Eusébio,,26-08-2024  15:02
22,Casa de condomínio para venda tem 245 metros quadrados com 4 quartos em Cidade Alpha - Eus,casa,1.700.000,4,1,245,,Eusébio,,26-08-2024  15:02
23,Casa de condomínio para venda tem 135 metros quadrados com 3 quartos em Autódromo - Eusébi,casa,520.000,3,1,135,,Eusébio,,26-08-2024  15:02
24,Casa de condomínio100% mobiliada paraluguel e venda com 260 m2 4 suítes e piscina privativ,casa,1.590.000,4,2,260,,Eusébio,,26-08-2024  15:02
25,"Soalris Vitta, Eusébio, 191m2, 4 Suítes, Piscina, Hidro e Kit de Energia Solar",casa,999.990,4,4,191,,Eusébio,,26-08-2024  15:01
26,Casa de condomínio para venda possui 290 metros quadrados com 4 quartos,casa,2.200.000,4,2,290,,Eusébio,,26-08-2024  15:01
27,Casa de condomínio para venda tem 270 metros quadrados com 4 quartos,casa,1.390.000,4,2,270,,Fortaleza, José de Alencar,26-08-2024  15:00
28,Casa de condomínio para venda tem 254 metros quadrados com 4 quartos em Centro - Eusébio -,casa,1.390.000,4,2,254,,Eusébio,,26-08-2024  15:00
29,Casa de condomínio para venda com 270 metros quadrados com 4 quartos em Cidade Alpha - Eus,casa,1.350.000,4,2,270,,Eusébio,,26-08-2024  15:00
30,Casa de condomínio para venda possui 367 metros quadrados com 5 quartos,casa,2.750.000,5,1,367,,Eusébio,,26-08-2024  15:00
31,Casa Nova recém construída com 04 suítes e piscina privativa - Cidade Alpha - Eusébio - CE,casa,1.690.000,4,2,252,,Eusébio,,26-08-2024  15:00
32,Casa para venda com 102 metros quadrados com 3 quartos em Coité - Eusébio - CE,casa,450.000,3,1,102,,Eusébio,,26-08-2024  15:00
33,"Casa Poente Cidade Alpha 267 m2 , 4 suítes , projeto iluminotecnico ok",casa,1.690.000,4,2,267,,Eusébio,,26-08-2024  15:00
34,Casa de condomínio para venda possui 165 metros quadrados com 3 quartos,casa,1.300.000,3,1,165,,Eusébio,,26-08-2024  15:00
35,Casa na Cidade Alpha com valor de oportunidade com 04 suítes e piscina privativa,casa,1.500.000,4,1,207,,Eusébio,,26-08-2024  14:59
36,Casa de esquina na Cidade Alpha com 4 suítes e piscina privativa e móveis Fixos - Eusébio,casa,1.650.000,4,1,230,,Eusébio,,26-08-2024  14:59
37,Cidade Alpha Duplex com piscina privativa e 4 suites amplas - Eusébio - CE,casa,1.490.000,4,2,260,,Eusébio,,26-08-2024  14:59
38,Casa Duplex sem vizinho de fundo 258 m2 e 4 suítes e piscina privativa Cidade Alpha - Eusé,casa,1.700.000,4,2,258,,Eusébio,,26-08-2024  14:59
39,Casa de condomínio para venda tem 220 metros quadrados com 4 quartos em Urucunema - Eusébi,casa,1.350.000,4,1,220,,Eusébio,,26-08-2024  14:59
40,Casa de condomínio para venda com 180 metros quadrados com 3 quartos em Urucunema - Eusébi,casa,1.100.000,3,1,180,,Eusébio,,26-08-2024  14:58
41,Casa Duplex Mobiliada em condomínio fechado na Maraponga com 04 suítes,casa,1.749.000,4,1,250,,Fortaleza, Jardim Cearense,26-08-2024  14:58
42,Casa para venda com 120 metros quadrados com 3 quartos no - Eusébio - CE,casa,415.000,3,1,120,,Eusébio,,26-08-2024  14:58
43,Cidade Alpha Residencial Ceará com valor de Oportunidade com 04 suítes e área de Lazer,casa,2.490.000,4,2,296,,Eusébio,,26-08-2024  14:58
44,"Casa Mobiliada Capa de revista com 04 suítes e escritório, piscina privativa lote de 525 m",casa,3.900.000,5,2,390,,Eusébio,,26-08-2024  14:58
